instance	owner	highlight_group	x_min_dbu	y_min_dbu	x_max_dbu	y_max_dbu
u_core.impl.startup_data_read_mem.impl.g_read\[0\].g_bank\[0\].g_slice\[0\].u_sram	data_mirror	3	5900000	3890000	6343280	4338720
u_core.impl.startup_data_read_mem.impl.g_read\[0\].g_bank\[10\].g_slice\[0\].u_sram	data_mirror	3	6420000	3890000	6863280	4338720
u_core.impl.startup_data_read_mem.impl.g_read\[0\].g_bank\[11\].g_slice\[0\].u_sram	data_mirror	3	6940000	3890000	7383280	4338720
u_core.impl.startup_data_read_mem.impl.g_read\[0\].g_bank\[12\].g_slice\[0\].u_sram	data_mirror	3	7460000	3890000	7903280	4338720
u_core.impl.startup_data_read_mem.impl.g_read\[0\].g_bank\[13\].g_slice\[0\].u_sram	data_mirror	3	7980000	3890000	8423280	4338720
u_core.impl.startup_data_read_mem.impl.g_read\[0\].g_bank\[14\].g_slice\[0\].u_sram	data_mirror	3	8500000	3890000	8943280	4338720
u_core.impl.startup_data_read_mem.impl.g_read\[0\].g_bank\[15\].g_slice\[0\].u_sram	data_mirror	3	180000	4420000	623280	4868720
u_core.impl.startup_data_read_mem.impl.g_read\[0\].g_bank\[16\].g_slice\[0\].u_sram	data_mirror	3	700000	4420000	1143280	4868720
u_core.impl.startup_data_read_mem.impl.g_read\[0\].g_bank\[17\].g_slice\[0\].u_sram	data_mirror	3	1220000	4420000	1663280	4868720
u_core.impl.startup_data_read_mem.impl.g_read\[0\].g_bank\[18\].g_slice\[0\].u_sram	data_mirror	3	1740000	4420000	2183280	4868720
u_core.impl.startup_data_read_mem.impl.g_read\[0\].g_bank\[19\].g_slice\[0\].u_sram	data_mirror	3	2260000	4420000	2703280	4868720
u_core.impl.startup_data_read_mem.impl.g_read\[0\].g_bank\[1\].g_slice\[0\].u_sram	data_mirror	3	2780000	4420000	3223280	4868720
u_core.impl.startup_data_read_mem.impl.g_read\[0\].g_bank\[20\].g_slice\[0\].u_sram	data_mirror	3	3300000	4420000	3743280	4868720
u_core.impl.startup_data_read_mem.impl.g_read\[0\].g_bank\[21\].g_slice\[0\].u_sram	data_mirror	3	3820000	4420000	4263280	4868720
u_core.impl.startup_data_read_mem.impl.g_read\[0\].g_bank\[22\].g_slice\[0\].u_sram	data_mirror	3	4340000	4420000	4783280	4868720
u_core.impl.startup_data_read_mem.impl.g_read\[0\].g_bank\[23\].g_slice\[0\].u_sram	data_mirror	3	4860000	4420000	5303280	4868720
u_core.impl.startup_data_read_mem.impl.g_read\[0\].g_bank\[24\].g_slice\[0\].u_sram	data_mirror	3	5380000	4420000	5823280	4868720
u_core.impl.startup_data_read_mem.impl.g_read\[0\].g_bank\[25\].g_slice\[0\].u_sram	data_mirror	3	5900000	4420000	6343280	4868720
u_core.impl.startup_data_read_mem.impl.g_read\[0\].g_bank\[26\].g_slice\[0\].u_sram	data_mirror	3	6420000	4420000	6863280	4868720
u_core.impl.startup_data_read_mem.impl.g_read\[0\].g_bank\[27\].g_slice\[0\].u_sram	data_mirror	3	6940000	4420000	7383280	4868720
u_core.impl.startup_data_read_mem.impl.g_read\[0\].g_bank\[28\].g_slice\[0\].u_sram	data_mirror	3	7460000	4420000	7903280	4868720
u_core.impl.startup_data_read_mem.impl.g_read\[0\].g_bank\[29\].g_slice\[0\].u_sram	data_mirror	3	7980000	4420000	8423280	4868720
u_core.impl.startup_data_read_mem.impl.g_read\[0\].g_bank\[2\].g_slice\[0\].u_sram	data_mirror	3	8500000	4420000	8943280	4868720
u_core.impl.startup_data_read_mem.impl.g_read\[0\].g_bank\[30\].g_slice\[0\].u_sram	data_mirror	3	180000	4950000	623280	5398720
u_core.impl.startup_data_read_mem.impl.g_read\[0\].g_bank\[31\].g_slice\[0\].u_sram	data_mirror	3	700000	4950000	1143280	5398720
u_core.impl.startup_data_read_mem.impl.g_read\[0\].g_bank\[3\].g_slice\[0\].u_sram	data_mirror	3	1220000	4950000	1663280	5398720
u_core.impl.startup_data_read_mem.impl.g_read\[0\].g_bank\[4\].g_slice\[0\].u_sram	data_mirror	3	1740000	4950000	2183280	5398720
u_core.impl.startup_data_read_mem.impl.g_read\[0\].g_bank\[5\].g_slice\[0\].u_sram	data_mirror	3	2260000	4950000	2703280	5398720
u_core.impl.startup_data_read_mem.impl.g_read\[0\].g_bank\[6\].g_slice\[0\].u_sram	data_mirror	3	2780000	4950000	3223280	5398720
u_core.impl.startup_data_read_mem.impl.g_read\[0\].g_bank\[7\].g_slice\[0\].u_sram	data_mirror	3	3300000	4950000	3743280	5398720
u_core.impl.startup_data_read_mem.impl.g_read\[0\].g_bank\[8\].g_slice\[0\].u_sram	data_mirror	3	3820000	4950000	4263280	5398720
u_core.impl.startup_data_read_mem.impl.g_read\[0\].g_bank\[9\].g_slice\[0\].u_sram	data_mirror	3	4340000	4950000	4783280	5398720
u_core.impl.startup_data_read_mem.impl.g_read\[1\].g_bank\[0\].g_slice\[0\].u_sram	data_mirror	3	4860000	4950000	5303280	5398720
u_core.impl.startup_data_read_mem.impl.g_read\[1\].g_bank\[10\].g_slice\[0\].u_sram	data_mirror	3	5380000	4950000	5823280	5398720
u_core.impl.startup_data_read_mem.impl.g_read\[1\].g_bank\[11\].g_slice\[0\].u_sram	data_mirror	3	5900000	4950000	6343280	5398720
u_core.impl.startup_data_read_mem.impl.g_read\[1\].g_bank\[12\].g_slice\[0\].u_sram	data_mirror	3	6420000	4950000	6863280	5398720
u_core.impl.startup_data_read_mem.impl.g_read\[1\].g_bank\[13\].g_slice\[0\].u_sram	data_mirror	3	6940000	4950000	7383280	5398720
u_core.impl.startup_data_read_mem.impl.g_read\[1\].g_bank\[14\].g_slice\[0\].u_sram	data_mirror	3	7460000	4950000	7903280	5398720
u_core.impl.startup_data_read_mem.impl.g_read\[1\].g_bank\[15\].g_slice\[0\].u_sram	data_mirror	3	7980000	4950000	8423280	5398720
u_core.impl.startup_data_read_mem.impl.g_read\[1\].g_bank\[16\].g_slice\[0\].u_sram	data_mirror	3	8500000	4950000	8943280	5398720
u_core.impl.startup_data_read_mem.impl.g_read\[1\].g_bank\[17\].g_slice\[0\].u_sram	data_mirror	3	180000	5480000	623280	5928720
u_core.impl.startup_data_read_mem.impl.g_read\[1\].g_bank\[18\].g_slice\[0\].u_sram	data_mirror	3	700000	5480000	1143280	5928720
u_core.impl.startup_data_read_mem.impl.g_read\[1\].g_bank\[19\].g_slice\[0\].u_sram	data_mirror	3	1220000	5480000	1663280	5928720
u_core.impl.startup_data_read_mem.impl.g_read\[1\].g_bank\[1\].g_slice\[0\].u_sram	data_mirror	3	1740000	5480000	2183280	5928720
u_core.impl.startup_data_read_mem.impl.g_read\[1\].g_bank\[20\].g_slice\[0\].u_sram	data_mirror	3	2260000	5480000	2703280	5928720
u_core.impl.startup_data_read_mem.impl.g_read\[1\].g_bank\[21\].g_slice\[0\].u_sram	data_mirror	3	2780000	5480000	3223280	5928720
u_core.impl.startup_data_read_mem.impl.g_read\[1\].g_bank\[22\].g_slice\[0\].u_sram	data_mirror	3	3300000	5480000	3743280	5928720
u_core.impl.startup_data_read_mem.impl.g_read\[1\].g_bank\[23\].g_slice\[0\].u_sram	data_mirror	3	3820000	5480000	4263280	5928720
u_core.impl.startup_data_read_mem.impl.g_read\[1\].g_bank\[24\].g_slice\[0\].u_sram	data_mirror	3	4340000	5480000	4783280	5928720
u_core.impl.startup_data_read_mem.impl.g_read\[1\].g_bank\[25\].g_slice\[0\].u_sram	data_mirror	3	4860000	5480000	5303280	5928720
u_core.impl.startup_data_read_mem.impl.g_read\[1\].g_bank\[26\].g_slice\[0\].u_sram	data_mirror	3	5380000	5480000	5823280	5928720
u_core.impl.startup_data_read_mem.impl.g_read\[1\].g_bank\[27\].g_slice\[0\].u_sram	data_mirror	3	5900000	5480000	6343280	5928720
u_core.impl.startup_data_read_mem.impl.g_read\[1\].g_bank\[28\].g_slice\[0\].u_sram	data_mirror	3	6420000	5480000	6863280	5928720
u_core.impl.startup_data_read_mem.impl.g_read\[1\].g_bank\[29\].g_slice\[0\].u_sram	data_mirror	3	6940000	5480000	7383280	5928720
u_core.impl.startup_data_read_mem.impl.g_read\[1\].g_bank\[2\].g_slice\[0\].u_sram	data_mirror	3	7460000	5480000	7903280	5928720
u_core.impl.startup_data_read_mem.impl.g_read\[1\].g_bank\[30\].g_slice\[0\].u_sram	data_mirror	3	7980000	5480000	8423280	5928720
u_core.impl.startup_data_read_mem.impl.g_read\[1\].g_bank\[31\].g_slice\[0\].u_sram	data_mirror	3	8500000	5480000	8943280	5928720
u_core.impl.startup_data_read_mem.impl.g_read\[1\].g_bank\[3\].g_slice\[0\].u_sram	data_mirror	3	180000	6010000	623280	6458720
u_core.impl.startup_data_read_mem.impl.g_read\[1\].g_bank\[4\].g_slice\[0\].u_sram	data_mirror	3	700000	6010000	1143280	6458720
u_core.impl.startup_data_read_mem.impl.g_read\[1\].g_bank\[5\].g_slice\[0\].u_sram	data_mirror	3	1220000	6010000	1663280	6458720
u_core.impl.startup_data_read_mem.impl.g_read\[1\].g_bank\[6\].g_slice\[0\].u_sram	data_mirror	3	1740000	6010000	2183280	6458720
u_core.impl.startup_data_read_mem.impl.g_read\[1\].g_bank\[7\].g_slice\[0\].u_sram	data_mirror	3	2260000	6010000	2703280	6458720
u_core.impl.startup_data_read_mem.impl.g_read\[1\].g_bank\[8\].g_slice\[0\].u_sram	data_mirror	3	2780000	6010000	3223280	6458720
u_core.impl.startup_data_read_mem.impl.g_read\[1\].g_bank\[9\].g_slice\[0\].u_sram	data_mirror	3	3300000	6010000	3743280	6458720
u_core.impl.startup_instruction_mem.impl.g_read\[0\].g_bank\[0\].g_slice\[0\].u_sram	instruction_mirror	2	3820000	6010000	4263280	6458720
u_core.impl.startup_instruction_mem.impl.g_read\[0\].g_bank\[10\].g_slice\[0\].u_sram	instruction_mirror	2	4340000	6010000	4783280	6458720
u_core.impl.startup_instruction_mem.impl.g_read\[0\].g_bank\[11\].g_slice\[0\].u_sram	instruction_mirror	2	4860000	6010000	5303280	6458720
u_core.impl.startup_instruction_mem.impl.g_read\[0\].g_bank\[12\].g_slice\[0\].u_sram	instruction_mirror	2	5380000	6010000	5823280	6458720
u_core.impl.startup_instruction_mem.impl.g_read\[0\].g_bank\[13\].g_slice\[0\].u_sram	instruction_mirror	2	5900000	6010000	6343280	6458720
u_core.impl.startup_instruction_mem.impl.g_read\[0\].g_bank\[14\].g_slice\[0\].u_sram	instruction_mirror	2	6420000	6010000	6863280	6458720
u_core.impl.startup_instruction_mem.impl.g_read\[0\].g_bank\[15\].g_slice\[0\].u_sram	instruction_mirror	2	6940000	6010000	7383280	6458720
u_core.impl.startup_instruction_mem.impl.g_read\[0\].g_bank\[16\].g_slice\[0\].u_sram	instruction_mirror	2	7460000	6010000	7903280	6458720
u_core.impl.startup_instruction_mem.impl.g_read\[0\].g_bank\[17\].g_slice\[0\].u_sram	instruction_mirror	2	7980000	6010000	8423280	6458720
u_core.impl.startup_instruction_mem.impl.g_read\[0\].g_bank\[18\].g_slice\[0\].u_sram	instruction_mirror	2	8500000	6010000	8943280	6458720
u_core.impl.startup_instruction_mem.impl.g_read\[0\].g_bank\[19\].g_slice\[0\].u_sram	instruction_mirror	2	180000	6540000	623280	6988720
u_core.impl.startup_instruction_mem.impl.g_read\[0\].g_bank\[1\].g_slice\[0\].u_sram	instruction_mirror	2	700000	6540000	1143280	6988720
u_core.impl.startup_instruction_mem.impl.g_read\[0\].g_bank\[20\].g_slice\[0\].u_sram	instruction_mirror	2	1220000	6540000	1663280	6988720
u_core.impl.startup_instruction_mem.impl.g_read\[0\].g_bank\[21\].g_slice\[0\].u_sram	instruction_mirror	2	1740000	6540000	2183280	6988720
u_core.impl.startup_instruction_mem.impl.g_read\[0\].g_bank\[22\].g_slice\[0\].u_sram	instruction_mirror	2	2260000	6540000	2703280	6988720
u_core.impl.startup_instruction_mem.impl.g_read\[0\].g_bank\[23\].g_slice\[0\].u_sram	instruction_mirror	2	2780000	6540000	3223280	6988720
u_core.impl.startup_instruction_mem.impl.g_read\[0\].g_bank\[24\].g_slice\[0\].u_sram	instruction_mirror	2	3300000	6540000	3743280	6988720
u_core.impl.startup_instruction_mem.impl.g_read\[0\].g_bank\[25\].g_slice\[0\].u_sram	instruction_mirror	2	3820000	6540000	4263280	6988720
u_core.impl.startup_instruction_mem.impl.g_read\[0\].g_bank\[26\].g_slice\[0\].u_sram	instruction_mirror	2	4340000	6540000	4783280	6988720
u_core.impl.startup_instruction_mem.impl.g_read\[0\].g_bank\[27\].g_slice\[0\].u_sram	instruction_mirror	2	4860000	6540000	5303280	6988720
u_core.impl.startup_instruction_mem.impl.g_read\[0\].g_bank\[28\].g_slice\[0\].u_sram	instruction_mirror	2	5380000	6540000	5823280	6988720
u_core.impl.startup_instruction_mem.impl.g_read\[0\].g_bank\[29\].g_slice\[0\].u_sram	instruction_mirror	2	5900000	6540000	6343280	6988720
u_core.impl.startup_instruction_mem.impl.g_read\[0\].g_bank\[2\].g_slice\[0\].u_sram	instruction_mirror	2	6420000	6540000	6863280	6988720
u_core.impl.startup_instruction_mem.impl.g_read\[0\].g_bank\[30\].g_slice\[0\].u_sram	instruction_mirror	2	6940000	6540000	7383280	6988720
u_core.impl.startup_instruction_mem.impl.g_read\[0\].g_bank\[31\].g_slice\[0\].u_sram	instruction_mirror	2	7460000	6540000	7903280	6988720
u_core.impl.startup_instruction_mem.impl.g_read\[0\].g_bank\[3\].g_slice\[0\].u_sram	instruction_mirror	2	7980000	6540000	8423280	6988720
u_core.impl.startup_instruction_mem.impl.g_read\[0\].g_bank\[4\].g_slice\[0\].u_sram	instruction_mirror	2	8500000	6540000	8943280	6988720
u_core.impl.startup_instruction_mem.impl.g_read\[0\].g_bank\[5\].g_slice\[0\].u_sram	instruction_mirror	2	180000	7070000	623280	7518720
u_core.impl.startup_instruction_mem.impl.g_read\[0\].g_bank\[6\].g_slice\[0\].u_sram	instruction_mirror	2	700000	7070000	1143280	7518720
u_core.impl.startup_instruction_mem.impl.g_read\[0\].g_bank\[7\].g_slice\[0\].u_sram	instruction_mirror	2	1220000	7070000	1663280	7518720
u_core.impl.startup_instruction_mem.impl.g_read\[0\].g_bank\[8\].g_slice\[0\].u_sram	instruction_mirror	2	1740000	7070000	2183280	7518720
u_core.impl.startup_instruction_mem.impl.g_read\[0\].g_bank\[9\].g_slice\[0\].u_sram	instruction_mirror	2	2260000	7070000	2703280	7518720
u_core.impl.startup_instruction_mem.impl.g_read\[1\].g_bank\[0\].g_slice\[0\].u_sram	instruction_mirror	2	2780000	7070000	3223280	7518720
u_core.impl.startup_instruction_mem.impl.g_read\[1\].g_bank\[10\].g_slice\[0\].u_sram	instruction_mirror	2	3300000	7070000	3743280	7518720
u_core.impl.startup_instruction_mem.impl.g_read\[1\].g_bank\[11\].g_slice\[0\].u_sram	instruction_mirror	2	3820000	7070000	4263280	7518720
u_core.impl.startup_instruction_mem.impl.g_read\[1\].g_bank\[12\].g_slice\[0\].u_sram	instruction_mirror	2	4340000	7070000	4783280	7518720
u_core.impl.startup_instruction_mem.impl.g_read\[1\].g_bank\[13\].g_slice\[0\].u_sram	instruction_mirror	2	4860000	7070000	5303280	7518720
u_core.impl.startup_instruction_mem.impl.g_read\[1\].g_bank\[14\].g_slice\[0\].u_sram	instruction_mirror	2	5380000	7070000	5823280	7518720
u_core.impl.startup_instruction_mem.impl.g_read\[1\].g_bank\[15\].g_slice\[0\].u_sram	instruction_mirror	2	5900000	7070000	6343280	7518720
u_core.impl.startup_instruction_mem.impl.g_read\[1\].g_bank\[16\].g_slice\[0\].u_sram	instruction_mirror	2	6420000	7070000	6863280	7518720
u_core.impl.startup_instruction_mem.impl.g_read\[1\].g_bank\[17\].g_slice\[0\].u_sram	instruction_mirror	2	6940000	7070000	7383280	7518720
u_core.impl.startup_instruction_mem.impl.g_read\[1\].g_bank\[18\].g_slice\[0\].u_sram	instruction_mirror	2	7460000	7070000	7903280	7518720
u_core.impl.startup_instruction_mem.impl.g_read\[1\].g_bank\[19\].g_slice\[0\].u_sram	instruction_mirror	2	7980000	7070000	8423280	7518720
u_core.impl.startup_instruction_mem.impl.g_read\[1\].g_bank\[1\].g_slice\[0\].u_sram	instruction_mirror	2	8500000	7070000	8943280	7518720
u_core.impl.startup_instruction_mem.impl.g_read\[1\].g_bank\[20\].g_slice\[0\].u_sram	instruction_mirror	2	180000	7600000	623280	8048720
u_core.impl.startup_instruction_mem.impl.g_read\[1\].g_bank\[21\].g_slice\[0\].u_sram	instruction_mirror	2	700000	7600000	1143280	8048720
u_core.impl.startup_instruction_mem.impl.g_read\[1\].g_bank\[22\].g_slice\[0\].u_sram	instruction_mirror	2	1220000	7600000	1663280	8048720
u_core.impl.startup_instruction_mem.impl.g_read\[1\].g_bank\[23\].g_slice\[0\].u_sram	instruction_mirror	2	1740000	7600000	2183280	8048720
u_core.impl.startup_instruction_mem.impl.g_read\[1\].g_bank\[24\].g_slice\[0\].u_sram	instruction_mirror	2	2260000	7600000	2703280	8048720
u_core.impl.startup_instruction_mem.impl.g_read\[1\].g_bank\[25\].g_slice\[0\].u_sram	instruction_mirror	2	2780000	7600000	3223280	8048720
u_core.impl.startup_instruction_mem.impl.g_read\[1\].g_bank\[26\].g_slice\[0\].u_sram	instruction_mirror	2	3300000	7600000	3743280	8048720
u_core.impl.startup_instruction_mem.impl.g_read\[1\].g_bank\[27\].g_slice\[0\].u_sram	instruction_mirror	2	3820000	7600000	4263280	8048720
u_core.impl.startup_instruction_mem.impl.g_read\[1\].g_bank\[28\].g_slice\[0\].u_sram	instruction_mirror	2	4340000	7600000	4783280	8048720
u_core.impl.startup_instruction_mem.impl.g_read\[1\].g_bank\[29\].g_slice\[0\].u_sram	instruction_mirror	2	4860000	7600000	5303280	8048720
u_core.impl.startup_instruction_mem.impl.g_read\[1\].g_bank\[2\].g_slice\[0\].u_sram	instruction_mirror	2	5380000	7600000	5823280	8048720
u_core.impl.startup_instruction_mem.impl.g_read\[1\].g_bank\[30\].g_slice\[0\].u_sram	instruction_mirror	2	5900000	7600000	6343280	8048720
u_core.impl.startup_instruction_mem.impl.g_read\[1\].g_bank\[31\].g_slice\[0\].u_sram	instruction_mirror	2	6420000	7600000	6863280	8048720
u_core.impl.startup_instruction_mem.impl.g_read\[1\].g_bank\[3\].g_slice\[0\].u_sram	instruction_mirror	2	6940000	7600000	7383280	8048720
u_core.impl.startup_instruction_mem.impl.g_read\[1\].g_bank\[4\].g_slice\[0\].u_sram	instruction_mirror	2	7460000	7600000	7903280	8048720
u_core.impl.startup_instruction_mem.impl.g_read\[1\].g_bank\[5\].g_slice\[0\].u_sram	instruction_mirror	2	7980000	7600000	8423280	8048720
u_core.impl.startup_instruction_mem.impl.g_read\[1\].g_bank\[6\].g_slice\[0\].u_sram	instruction_mirror	2	8500000	7600000	8943280	8048720
u_core.impl.startup_instruction_mem.impl.g_read\[1\].g_bank\[7\].g_slice\[0\].u_sram	instruction_mirror	2	180000	8130000	623280	8578720
u_core.impl.startup_instruction_mem.impl.g_read\[1\].g_bank\[8\].g_slice\[0\].u_sram	instruction_mirror	2	700000	8130000	1143280	8578720
u_core.impl.startup_instruction_mem.impl.g_read\[1\].g_bank\[9\].g_slice\[0\].u_sram	instruction_mirror	2	1220000	8130000	1663280	8578720
u_core.impl.u_memory.u_bridge.u_axi.data_mem.impl.g_read\[0\].g_bank\[0\].g_slice\[0\].u_sram	other	5	1740000	8130000	2183280	8578720
u_core.impl.u_memory.u_bridge.u_axi.data_mem.impl.g_read\[0\].g_bank\[0\].g_slice\[1\].u_sram	other	5	2260000	8130000	2703280	8578720
u_core.impl.u_ram.mem.impl.g_read\[0\].g_bank\[0\].g_slice\[0\].u_sram	scratchpad	4	2780000	8130000	3223280	8578720
u_core.impl.u_ram.mem.impl.g_read\[0\].g_bank\[10\].g_slice\[0\].u_sram	scratchpad	4	3300000	8130000	3743280	8578720
u_core.impl.u_ram.mem.impl.g_read\[0\].g_bank\[11\].g_slice\[0\].u_sram	scratchpad	4	3820000	8130000	4263280	8578720
u_core.impl.u_ram.mem.impl.g_read\[0\].g_bank\[12\].g_slice\[0\].u_sram	scratchpad	4	4340000	8130000	4783280	8578720
u_core.impl.u_ram.mem.impl.g_read\[0\].g_bank\[13\].g_slice\[0\].u_sram	scratchpad	4	4860000	8130000	5303280	8578720
u_core.impl.u_ram.mem.impl.g_read\[0\].g_bank\[14\].g_slice\[0\].u_sram	scratchpad	4	5380000	8130000	5823280	8578720
u_core.impl.u_ram.mem.impl.g_read\[0\].g_bank\[15\].g_slice\[0\].u_sram	scratchpad	4	5900000	8130000	6343280	8578720
u_core.impl.u_ram.mem.impl.g_read\[0\].g_bank\[16\].g_slice\[0\].u_sram	scratchpad	4	6420000	8130000	6863280	8578720
u_core.impl.u_ram.mem.impl.g_read\[0\].g_bank\[17\].g_slice\[0\].u_sram	scratchpad	4	6940000	8130000	7383280	8578720
u_core.impl.u_ram.mem.impl.g_read\[0\].g_bank\[18\].g_slice\[0\].u_sram	scratchpad	4	7460000	8130000	7903280	8578720
u_core.impl.u_ram.mem.impl.g_read\[0\].g_bank\[19\].g_slice\[0\].u_sram	scratchpad	4	7980000	8130000	8423280	8578720
u_core.impl.u_ram.mem.impl.g_read\[0\].g_bank\[1\].g_slice\[0\].u_sram	scratchpad	4	8500000	8130000	8943280	8578720
u_core.impl.u_ram.mem.impl.g_read\[0\].g_bank\[20\].g_slice\[0\].u_sram	scratchpad	4	180000	8660000	623280	9108720
u_core.impl.u_ram.mem.impl.g_read\[0\].g_bank\[21\].g_slice\[0\].u_sram	scratchpad	4	700000	8660000	1143280	9108720
u_core.impl.u_ram.mem.impl.g_read\[0\].g_bank\[22\].g_slice\[0\].u_sram	scratchpad	4	1220000	8660000	1663280	9108720
u_core.impl.u_ram.mem.impl.g_read\[0\].g_bank\[23\].g_slice\[0\].u_sram	scratchpad	4	1740000	8660000	2183280	9108720
u_core.impl.u_ram.mem.impl.g_read\[0\].g_bank\[24\].g_slice\[0\].u_sram	scratchpad	4	2260000	8660000	2703280	9108720
u_core.impl.u_ram.mem.impl.g_read\[0\].g_bank\[25\].g_slice\[0\].u_sram	scratchpad	4	2780000	8660000	3223280	9108720
u_core.impl.u_ram.mem.impl.g_read\[0\].g_bank\[26\].g_slice\[0\].u_sram	scratchpad	4	3300000	8660000	3743280	9108720
u_core.impl.u_ram.mem.impl.g_read\[0\].g_bank\[27\].g_slice\[0\].u_sram	scratchpad	4	3820000	8660000	4263280	9108720
u_core.impl.u_ram.mem.impl.g_read\[0\].g_bank\[28\].g_slice\[0\].u_sram	scratchpad	4	4340000	8660000	4783280	9108720
u_core.impl.u_ram.mem.impl.g_read\[0\].g_bank\[29\].g_slice\[0\].u_sram	scratchpad	4	4860000	8660000	5303280	9108720
u_core.impl.u_ram.mem.impl.g_read\[0\].g_bank\[2\].g_slice\[0\].u_sram	scratchpad	4	5380000	8660000	5823280	9108720
u_core.impl.u_ram.mem.impl.g_read\[0\].g_bank\[30\].g_slice\[0\].u_sram	scratchpad	4	5900000	8660000	6343280	9108720
u_core.impl.u_ram.mem.impl.g_read\[0\].g_bank\[31\].g_slice\[0\].u_sram	scratchpad	4	6420000	8660000	6863280	9108720
u_core.impl.u_ram.mem.impl.g_read\[0\].g_bank\[3\].g_slice\[0\].u_sram	scratchpad	4	6940000	8660000	7383280	9108720
u_core.impl.u_ram.mem.impl.g_read\[0\].g_bank\[4\].g_slice\[0\].u_sram	scratchpad	4	7460000	8660000	7903280	9108720
u_core.impl.u_ram.mem.impl.g_read\[0\].g_bank\[5\].g_slice\[0\].u_sram	scratchpad	4	7980000	8660000	8423280	9108720
u_core.impl.u_ram.mem.impl.g_read\[0\].g_bank\[6\].g_slice\[0\].u_sram	scratchpad	4	8500000	8660000	8943280	9108720
u_core.impl.u_ram.mem.impl.g_read\[0\].g_bank\[7\].g_slice\[0\].u_sram	scratchpad	4	180000	9190000	623280	9638720
u_core.impl.u_ram.mem.impl.g_read\[0\].g_bank\[8\].g_slice\[0\].u_sram	scratchpad	4	700000	9190000	1143280	9638720
u_core.impl.u_ram.mem.impl.g_read\[0\].g_bank\[9\].g_slice\[0\].u_sram	scratchpad	4	1220000	9190000	1663280	9638720
